domain,pdf,doi,doi_url,suggested_filename,notes
nanomag,adfm.201403436.pdf,10.1002/adfm.201403436,https://doi.org/10.1002/adfm.201403436,adfm.201403436.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,adma.201101877.pdf,10.1002/adma.201101877,https://doi.org/10.1002/adma.201101877,adma.201101877.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,adma.201203169.pdf,10.1002/adma.201203169,https://doi.org/10.1002/adma.201203169,adma.201203169.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,advs.201901800.pdf,10.1002/advs.201901800,https://doi.org/10.1002/advs.201901800,advs.201901800.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,anie.201100101.pdf,10.1002/anie.201100101,https://doi.org/10.1002/anie.201100101,anie.201100101.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,smll.202107426.pdf,10.1002/smll.202107426,https://doi.org/10.1002/smll.202107426,smll.202107426.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.bioactmat.2021.09.028.pdf,10.1016/j.bioactmat.2021.09.028,https://doi.org/10.1016/j.bioactmat.2021.09.028,j.bioactmat.2021.09.028.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.heliyon.2023.e22876.pdf,10.1016/j.heliyon.2023.e22876,https://doi.org/10.1016/j.heliyon.2023.e22876,j.heliyon.2023.e22876.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.jcis.2020.06.011.pdf,10.1016/j.jcis.2020.06.011,https://doi.org/10.1016/j.jcis.2020.06.011,j.jcis.2020.06.011.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.jmmm.2018.05.064.pdf,10.1016/j.jmmm.2018.05.064,https://doi.org/10.1016/j.jmmm.2018.05.064,j.jmmm.2018.05.064.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.jmmm.2019.165783.pdf,10.1016/j.jmmm.2019.165783,https://doi.org/10.1016/j.jmmm.2019.165783,j.jmmm.2019.165783.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.jmmm.2019.165940.pdf,10.1016/j.jmmm.2019.165940,https://doi.org/10.1016/j.jmmm.2019.165940,j.jmmm.2019.165940.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.jsamd.2020.04.001.pdf,10.1016/j.jsamd.2020.04.001,https://doi.org/10.1016/j.jsamd.2020.04.001,j.jsamd.2020.04.001.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.materresbull.2022.112035.pdf,10.1016/j.materresbull.2022.112035,https://doi.org/10.1016/j.materresbull.2022.112035,j.materresbull.2022.112035.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.msec.2009.09.003.pdf,10.1016/j.msec.2009.09.003,https://doi.org/10.1016/j.msec.2009.09.003,j.msec.2009.09.003.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.rinp.2024.107469.pdf,10.1016/j.rinp.2024.107469,https://doi.org/10.1016/j.rinp.2024.107469,j.rinp.2024.107469.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acs.chemmater.0c03017.pdf,10.1021/acs.chemmater.0c03017,https://doi.org/10.1021/acs.chemmater.0c03017,acs.chemmater.0c03017.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acs.jpcc.7b01469.pdf,10.1021/acs.jpcc.7b01469,https://doi.org/10.1021/acs.jpcc.7b01469,acs.jpcc.7b01469.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acs.nanolett.0c02795.pdf,10.1021/acs.nanolett.0c02795,https://doi.org/10.1021/acs.nanolett.0c02795,acs.nanolett.0c02795.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acsnano.8b06542.pdf,10.1021/acsnano.8b06542,https://doi.org/10.1021/acsnano.8b06542,acsnano.8b06542.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acsomega.0c03332.pdf,10.1021/acsomega.0c03332,https://doi.org/10.1021/acsomega.0c03332,acsomega.0c03332.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acsomega.0c05382.pdf,10.1021/acsomega.0c05382,https://doi.org/10.1021/acsomega.0c05382,acsomega.0c05382.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acsomega.8b03004.pdf,10.1021/acsomega.8b03004,https://doi.org/10.1021/acsomega.8b03004,acsomega.8b03004.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ja104503g.pdf,10.1021/ja104503g,https://doi.org/10.1021/ja104503g,ja104503g.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nl102623x.pdf,10.1021/nl102623x,https://doi.org/10.1021/nl102623x,nl102623x.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nn101643u.pdf,10.1021/nn101643u,https://doi.org/10.1021/nn101643u,nn101643u.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nn305991e.pdf,10.1021/nn305991e,https://doi.org/10.1021/nn305991e,nn305991e.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nn5038652.pdf,10.1021/nn5038652,https://doi.org/10.1021/nn5038652,nn5038652.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,C7NR03740F.pdf,10.1039/C7NR03740F,https://doi.org/10.1039/C7NR03740F,C7NR03740F.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.2736303.pdf,10.1063/1.2736303,https://doi.org/10.1063/1.2736303,1.2736303.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.4926424.pdf,10.1063/1.4926424,https://doi.org/10.1063/1.4926424,1.4926424.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.4979919.pdf,10.1063/1.4979919,https://doi.org/10.1063/1.4979919,1.4979919.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.4982893.pdf,10.1063/1.4982893,https://doi.org/10.1063/1.4982893,1.4982893.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.5041017.pdf,10.1063/1.5041017,https://doi.org/10.1063/1.5041017,1.5041017.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.5135586.pdf,10.1063/1.5135586,https://doi.org/10.1063/1.5135586,1.5135586.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,5.0008366.pdf,10.1063/5.0008366,https://doi.org/10.1063/5.0008366,5.0008366.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,9.0000340.pdf,10.1063/9.0000340,https://doi.org/10.1063/9.0000340,9.0000340.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,9.0000547.pdf,10.1063/9.0000547,https://doi.org/10.1063/9.0000547,9.0000547.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,9.0000552.pdf,10.1063/9.0000552,https://doi.org/10.1063/9.0000552,9.0000552.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,9.0000561.pdf,10.1063/9.0000561,https://doi.org/10.1063/9.0000561,9.0000561.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,9.0000583.pdf,10.1063/9.0000583,https://doi.org/10.1063/9.0000583,9.0000583.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,9.0000845.pdf,10.1063/9.0000845,https://doi.org/10.1063/9.0000845,9.0000845.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,pnas.0902365106.pdf,10.1073/pnas.0902365106,https://doi.org/10.1073/pnas.0902365106,pnas.0902365106.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,245002.pdf,10.1088/0022-3727/43/24/245002,https://doi.org/10.1088/0022-3727/43/24/245002,245002.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,017.pdf,10.1088/0957-4484/15/4/017,https://doi.org/10.1088/0957-4484/15/4/017,017.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,abc386.pdf,10.1088/1361-6528/abc386,https://doi.org/10.1088/1361-6528/abc386,abc386.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,012001.pdf,10.1088/1742-6596/663/1/012001,https://doi.org/10.1088/1742-6596/663/1/012001,012001.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ab66a4.pdf,10.1088/2053-1591/ab66a4,https://doi.org/10.1088/2053-1591/ab66a4,ab66a4.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ab7e6e.pdf,10.1088/2053-1591/ab7e6e,https://doi.org/10.1088/2053-1591/ab7e6e,ab7e6e.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,abce87.pdf,10.1088/2053-1591/abce87,https://doi.org/10.1088/2053-1591/abce87,abce87.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,PhysRevB.92.054416.pdf,10.1103/PhysRevB.92.054416,https://doi.org/10.1103/PhysRevB.92.054416,PhysRevB.92.054416.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,PhysRevB.94.054432.pdf,10.1103/PhysRevB.94.054432,https://doi.org/10.1103/PhysRevB.94.054432,PhysRevB.94.054432.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,physrevb.92.054416.pdf,10.1103/physrevb.92.054416,https://doi.org/10.1103/physrevb.92.054416,physrevb.92.054416.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,462540.pdf,10.1155/2013/462540,https://doi.org/10.1155/2013/462540,462540.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,3743164.pdf,10.1155/2018/3743164,https://doi.org/10.1155/2018/3743164,3743164.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,5066167.pdf,10.1155/2022/5066167,https://doi.org/10.1155/2022/5066167,5066167.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,s12951-020-0580-1.pdf,10.1186/s12951-020-0580-1,https://doi.org/10.1186/s12951-020-0580-1,s12951-020-0580-1.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ijn.s322894.pdf,10.2147/ijn.s322894,https://doi.org/10.2147/ijn.s322894,ijn.s322894.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nnm-2020-0467.pdf,10.2217/nnm-2020-0467,https://doi.org/10.2217/nnm-2020-0467,nnm-2020-0467.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,applnano1010007.pdf,10.3390/applnano1010007,https://doi.org/10.3390/applnano1010007,applnano1010007.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,coatings11020122.pdf,10.3390/coatings11020122,https://doi.org/10.3390/coatings11020122,coatings11020122.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ijms23158279.pdf,10.3390/ijms23158279,https://doi.org/10.3390/ijms23158279,ijms23158279.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ijms232314825.pdf,10.3390/ijms232314825,https://doi.org/10.3390/ijms232314825,ijms232314825.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ma15062228.pdf,10.3390/ma15062228,https://doi.org/10.3390/ma15062228,ma15062228.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,magnetochemistry7030040.pdf,10.3390/magnetochemistry7030040,https://doi.org/10.3390/magnetochemistry7030040,magnetochemistry7030040.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,magnetochemistry7110146.pdf,10.3390/magnetochemistry7110146,https://doi.org/10.3390/magnetochemistry7110146,magnetochemistry7110146.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,magnetochemistry8120165.pdf,10.3390/magnetochemistry8120165,https://doi.org/10.3390/magnetochemistry8120165,magnetochemistry8120165.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano10050907.pdf,10.3390/nano10050907,https://doi.org/10.3390/nano10050907,nano10050907.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano11030627.pdf,10.3390/nano11030627,https://doi.org/10.3390/nano11030627,nano11030627.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano12020262.pdf,10.3390/nano12020262,https://doi.org/10.3390/nano12020262,nano12020262.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano12030456.pdf,10.3390/nano12030456,https://doi.org/10.3390/nano12030456,nano12030456.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano12173023.pdf,10.3390/nano12173023,https://doi.org/10.3390/nano12173023,nano12173023.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano13050880.pdf,10.3390/nano13050880,https://doi.org/10.3390/nano13050880,nano13050880.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano13101657.pdf,10.3390/nano13101657,https://doi.org/10.3390/nano13101657,nano13101657.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano14060482.pdf,10.3390/nano14060482,https://doi.org/10.3390/nano14060482,nano14060482.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano7030061.pdf,10.3390/nano7030061,https://doi.org/10.3390/nano7030061,nano7030061.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nano7120415.pdf,10.3390/nano7120415,https://doi.org/10.3390/nano7120415,nano7120415.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,matersci.2022005.pdf,10.3934/matersci.2022005,https://doi.org/10.3934/matersci.2022005,matersci.2022005.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.4926424.pdf,dx.10.1063/1.4926424,https://doi.org/dx.10.1063/1.4926424,1.4926424.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
